"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"1","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Maisy","These jeans are very warm . I have worn them to work all winter. However they stretch a bit after wearing & then the colour washes out a bit too. However that doesn’t matter where I work","Verified Purchase","Reviewed in Australia on 22 August 2023","4.3 out of 5 stars"
"2","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Natalie Gedeon","Fantastic jeans except for the quality of the fly zip. Zip fell apart after the first wash. Very, very disappointing.","Verified Purchase","Reviewed in Australia on 23 June 2022","5.0 out of 5 stars"
"3","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Maisy","It’s real denim with fleece lining. It’s definitely thicker than regular jeans but prefer the fleece to be thicker. Warm but could be warmer.It’s advertised as skinny fit but it’s slim fit in my opinion.Overall I’m satisfied with the product as it still keeps me warm in cold weather.","Verified Purchase","Reviewed in Australia on 22 August 2023","1.0 out of 5 stars"
"4","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","B & S","I bought these to keep me warm and they really do.","Verified Purchase","Reviewed in Australia on 15 May 2021","5.0 out of 5 stars"
"5","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Sara","They weren't jeans that I received they are leggings/tights spandex ...","Verified Purchase","Reviewed in Australia on 29 June 2023","5.0 out of 5 stars"
"6","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Susan Geraghty","Fit is not perfect but pretty good. Best part is it’s so warm!","Verified Purchase","Reviewed in Australia on 9 July 2021","4.0 out of 5 stars"
"7","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Natalie Gedeon","These jeans are so thick they’re like cement. Hurts to bend your knees. They are not comfortable. I hate them. They have a short fly so it looks like I have a long V. So ugly. Feels like you’re walking around in cardboard jeans.","Verified Purchase","Reviewed in Australia on 23 June 2022","5.0 out of 5 stars"
"8","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Jennifer","Got these for a trip to the mountains and wasn’t disappointed. Very comfy and warm, but not to the point of overheating. The fit is great, was a little nervous when the wash instructions said not to tumble dry but they didn’t shrink at all.","Verified Purchase","Reviewed in Australia on 30 July 2023","1.0 out of 5 stars"
"9","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Noot Seear","Amei, pedi no tamanho 40 e deu certinho, ótimo material, me vestiu super bem e a pelucia por dentro é bem quentinha e macia. super recomendo.","Verified Purchase","Reviewed in the United States on 8 January 2020","4.0 out of 5 stars"
"10","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Julie R","I love the thickness of the material and how warm it keeps my legs here in the Northwest area in the middle of winter. However, the size M was way to small I could not get my legs in. So I returned that one and went for the next size. I am petite, so the waiste line is perfect, my legs went in fine, but it’s too long and too much material on theLegs part of the pant. I keep Ed it anyway as I felt in love with the fact that it keeps me warm.","Verified Purchase","Reviewed in the United States on 17 February 2024","3.0 out of 5 stars"
"11","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Maisy","The inside lining is so soft  Made with quality material. The sizing is a little off, size up. I purchased the thinner flannel lined jeans as well as the thicker fleece lined.","Verified Purchase","Reviewed in Australia on 22 August 2023","4.3 out of 5 stars"
"12","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Natalie Gedeon","I wear a size 12-14 petite in most pants. I went by the reviews and I ordered a xxl. They fit baggy. They are a good two inches too long but with the taper of the pants and wearing boots they stay up. They are super warm. The lining is fleece and is attached to the stretch denim. I got black and it is super warm and super thick. I regular wash and dryer dried them a couple times and they came out as good as new. I’m looking forward to ordering more in different colours and I’m keeping the ones that are too big.","Verified Purchase","Reviewed in Australia on 23 June 2022","5.0 out of 5 stars"
"13","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","suprswimmer","It's the most comfy pair of pants I ever had. And keeps me nice and warm, and because it's not clinging onto my skin, the way leggings do, it's easy to add a thermal wear inside (or 2) when the temperature drops to -19 or has real feel temps of -26.","Verified Purchase","Reviewed in the United States on 15 November 2022","1.0 out of 5 stars"
"14","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Jade smith","I LOVE these cozy warm slim stretchy leggings!!!  I feel like I searched hard for lined stretch leggings, and these are all I found.  They are affordable, yay!  My only wish is that there was more attention paid to the details like stitching, and zipper quality.  I am 5'7"", 106 pounds, and ordered the extra small.  I sometimes need a small, but these are plenty big.  They keep me as warm as jeans worn together with medium-weight long underwear.","Verified Purchase","Reviewed in Canada on 21 November 2021","5.0 out of 5 stars"
"15","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Luna","Nice and warm, runs a little small","Verified Purchase","Reviewed in the United States on 1 February 2024","5.0 out of 5 stars"
"16","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Gunnar Gustafson","La tela es como los jeans normales y por dentro el forro es muy suave, no muy grueso por lo que no es incómodo al usarlo. Súper calientitos. Calzan Perfecto y se amoldan bien al cuerpo. Los súper recomiendo","Verified Purchase","Reviewed in the United States on 4 January 2020","5.0 out of 5 stars"
"17","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Deb Wall","These jeggings are great! Lined with thick fleece and very warm. They ran long on me but I am only 5'1"". They will be tucked in boots anyway. Stretchy and comfortable. Outside is like denim.","Verified Purchase","Reviewed in the United States on 14 February 2024","4.0 out of 5 stars"
"18","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Claudia Flores","These are great! I will be ordering more! 5’2 130 pounds great length, love that they are high rise.","Verified Purchase","Reviewed in Mexico on 17 December 2023","5.0 out of 5 stars"
"19","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Heather Smith","Endlich mal eine gefütterte Hose, die lang genug ist.Ich bin 1,71m und wiege 61 kg. Die Größe S passt wie angegossen. Schön schwarz. Der Bund ist auch gerade richtig-nicht zu niedrig und nicht zu hoch. Perfekt. Wird meine neue Lieblingshose :)))Ich hoffe die Farbe bleibt nach dem Waschen auch so schön schwarz","Verified Purchase","Reviewed in the United States on 20 December 2019","5.0 out of 5 stars"
"20","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Sydney","Comfy and durable","Verified Purchase","Reviewed in the United States on 23 December 2021","5.0 out of 5 stars"
"21","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Maisy","Love the quality, I bough in 2 colors, fits perfect","Verified Purchase","Reviewed in Australia on 22 August 2023","4.3 out of 5 stars"
"22","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Natalie Gedeon","I love these jeans. They are so warm and cozy. I don’t buy  pants online because I need to try things on. I took a chance and bought them. They look so nice and I have gotten so many compliments on them. I’m all about warm and cozy so these pants are perfect for the person that’s likes to be warm. I’m 5,5 and 125lbs and the small fits the best. Will be ordering more. I wish they came in a lighter Jean color though.","Verified Purchase","Reviewed in Australia on 23 June 2022","5.0 out of 5 stars"
"23","Pants","heipeiwa Womens Winter Jeans Thick Skinny Pants Fleece Lined Slim Stretch Warm Jeggings","Fatima","These pants shredded apart the first time I wore them.","Verified Purchase","Reviewed in Canada on 3 December 2023","1.0 out of 5 stars"
