"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"1","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Keyla Mercado","The are a little bit saggy in the front, but it will keep you warm. Just a little bit tight at the ends.","Verified Purchase","Reviewed in the United States on 31 January 2022","4.3 out of 5 stars"
"2","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","incognito","At first the elastic at the ankles was a little tight so I removed it and now I love the fit and comfort of these jeans! In Michigan the weather can change in an instant, so I know until it gets into the 70's I will be wearing these cozy jeans!","Verified Purchase","Reviewed in the United States on 22 May 2022","4.0 out of 5 stars"
"3","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Maria Toimil","Wear these when you are going to be cold all day!! They keep you really warm and are super comfortable and have a good amount of stretch but snap back to keep your tummy tucked in.","Verified Purchase","Reviewed in the United States on 20 March 2022","5.0 out of 5 stars"
"4","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Ade I.","Passt super , trägt überhaupt nicht auf!Der einzige Minuspunkt wäre, beim Ausziehen muss man die ganze Hose umdrehen, weil sie unten doch recht eng ist! Allerdings passt sie deshalb auch gut in die Stiefel! Deshalb fünf Sterne!!!","Verified Purchase","Reviewed in Germany on 13 February 2024","5.0 out of 5 stars"
"5","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Sybille Koller","Jeans wurde rasch und super verpackt geliefert. Sie sieht auch wirklich wie eine normale Jeans aus, nur schön warm gefüttert und zwar wirklich von oben bis unten, sogar die Po - Taschen sind von innen gefüttert. Super weich und bequem. Passform toll. Bei Größe 1,66m und ca 80 kg. Hab sonst Größe 40 bis 42 passt L.Die Hose sehr hoch geschnitten, mit einem schmalen Bein.Für den Preis ist in OrdnungKlare KaufempfehlungWerde die Hose nochmal kaufen auch für meine Mutter - da sie etwas kleiner ist diesmal dann  kurze Variante","Verified Purchase","Reviewed in Germany on 16 December 2023","5.0 out of 5 stars"
"6","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Sybille Koller","Agréable à porter, taille 36 très bien , élastique donc vraiment agréable, je le porte pour le jardin et travaux extérieurs, mais il est très joli en ville aussi .","Verified Purchase","Reviewed in France on 28 February 2024","5.0 out of 5 stars"
"7","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","véronique","Warm, breathable and stylish! I bought grey, love this product! Thinking to buy some other colors too","Verified Purchase","Reviewed in the United States on 20 December 2022","5.0 out of 5 stars"
"8","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Alena P","I'm always cold, so I finally started buying more fleece-lined clothes. These keep my legs warm and I am happy that I bought them. I would prefer a longer inseam though!-Sizing-I’m 5’3” and I bought ""Elasticwaist Blue88"" in medium when I was wearing about an eight in pants, but I couldn't get these on at all! The next winter I was down to a four or six - and these finally fit. Several reviewers said these ran large, but my experience is that the medium runs small.-Washing-These machine wash and dry easily, without any noticeable shrinking. Colorfast on the outside, fluffy warm on the inside. I wash these with my dark clothes.-Wearing-Thick fleece = bulky. The bulk isn’t unreasonable, but it is visible without a jacket. These pants are fairly stretchy, but my issue is the length. Walking is fine, but sitting gets uncomfortable because the pants are really tight on my kneecaps. So I pull these up to get more slack at the knees -which makes driving more comfortable- but then my ankles get cold because they've lost their cover. A longer inseam would be great. Until then I just need to be mindful about socks or boots to compensate for cold ankles at the expense of knee mobility.-Overall-Great buy! I can finally go outdoors in the winter and not freeze immediately. A longer inseam would be nice, but these are still worth buying if you’re always cold like me.","Verified Purchase","Reviewed in the United States on 22 December 2022","5.0 out of 5 stars"
"9","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","LadyJupiter","Molto comodi e caldi anche a basse temperature. La qualità è buona e sono completamente foderati. La taglia è conforme.","Verified Purchase","Reviewed in Italy on 10 March 2024","5.0 out of 5 stars"
"10","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","LadyJupiter","Es un pantalón calientito y cómodo. La elasticidad permite ajustarse perfecto al cuerpo sin apretar.","Verified Purchase","Reviewed in Mexico on 5 January 2024","5.0 out of 5 stars"
"11","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Detlef H.","Sehr schöne Jeans, passen genau. Ich habe mich an die Tabelle gehalten, und war richtig so. Die Jeans hält richtig warm.","Verified Purchase","Reviewed in Germany on 3 January 2024","4.3 out of 5 stars"
"12","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","SB","Ich habe mir die Hose für die tägliche Arbeit im Stall gekauft. -10 Grad sind kein Problem mit dieser Hose. Sie ist absolut angenehm zu tragen, sieht aus wie eine normale Jeans, fühlt sich auch so an. Innen angenehm weich, auch die hinteren Hosentaschen. Die vorderen Hosentaschen sind aus einfachem Futterstoff. Ich selbst habe sie mir eine Nummer kleiner gekauft weil ich meine Hosen lieber eng anliegend mag. Sie passt sich gut dem Bein an.Von der Qualität bin ich auch absolut begeistert. Wo normale Jeans durchs Reiten schnell reißen, sieht man bei dieser nichts. Die Farbe sieht selbst nach 20x waschen noch wie neu aus, auch das Futter innen ist mach wie vor fluffig und weich.Meine Kollegin hat sich auch direkt eine bestellt. Verdiente 5 Sterne!","Verified Purchase","Reviewed in Germany on 25 January 2024","5.0 out of 5 stars"
"13","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Géraldine","Confortable et doux à l'intérieur. Ça tient bien chaud. Le jean est de très bonne qualité. Taille grand. J'avais pris un autre pantalon en 36. D'habitude je mets du 38 ou du 36 selon les vêtements mais le 36 n'est pas serré. J'ai commandé celui-ci en 34 et il est parfait. J'adore","Verified Purchase","Reviewed in France on 21 December 2023","5.0 out of 5 stars"
"14","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Berenice","Me lo lleve de viaje por varios días y cumplió su objetivo es calientito, me lo puse varias veces sin lavarlo y no se deformaba c veía bien.","Verified Purchase","Reviewed in Mexico on 16 November 2023","5.0 out of 5 stars"
"15","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Mary Carmen Torres","Compré uno por si me gustaba y he comprado dos más, quedan muy bonitos y encima no paso frío en el trabajo","Verified Purchase","Reviewed in Spain on 28 January 2024","5.0 out of 5 stars"
"16","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Teresa, Fort Worth, TX","Very happy with my purchase! These jeans are so soft on the inside, fit great and have the right amount of stretch and best of all: they are warm!","Verified Purchase","Reviewed in the United States on 14 January 2024","5.0 out of 5 stars"
"17","Pants","Yehopere Women's Winter Fleece Lined Jeans Slim Fit Warm Skinny High Waist Denim Jean","Daniela","Diese Hose passt hervorragend. Ich trage eine 40. Sie ist sehr hoch geschnitten, mit einem schmalen Bein. Da sie sehr kuschelig gefüttert ist, friere ich seitdem nicht mehr bei langen Spaziergängen.","Verified Purchase","Reviewed in Germany on 10 December 2023","5.0 out of 5 stars"
